provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;171;1;6;28171001_6_48;2022;9;22;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;171;1;7;28171001_7_8;2022;9;22;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2022;9;22;6;V;7;V;8;V;8;V;8;V;7;V;8;V;7;V;9;V;12;V;9;V;6;V;5;V;3;V;4;V;3;V;2;V;3;V;3;V;6;V;6;V;6;V;6;V;9;V
28;171;1;9;28171001_9_49;2022;9;22;13;V;14;V;10;V;10;V;8;V;9;V;7;V;7;V;3;V;2;V;5;V;6;V;7;V;7;V;5;V;7;V;9;V;10;V;13;V;13;V;13;V;14;V;12;V;10;V
28;171;1;10;28171001_10_49;2022;9;22;18;V;17;V;13;V;13;V;12;V;10;V;12;V;11;V;9;V;12;V;13;V;13;V;13;V;11;V;7;V;10;V;12;V;11;V;13;V;13;V;13;V;13;V;13;V;16;V
28;171;1;12;28171001_12_8;2022;9;22;8;V;9;V;10;V;10;V;10;V;9;V;10;V;9;V;11;V;14;V;11;V;8;V;7;V;5;V;6;V;5;V;4;V;5;V;5;V;8;V;8;V;8;V;8;V;11;V
28;171;1;14;28171001_14_6;2022;9;22;33;V;24;V;18;V;15;V;14;V;18;V;19;V;35;V;49;V;64;V;92;V;112;V;119;V;118;V;115;V;116;V;116;V;115;V;109;V;95;V;87;V;79;V;73;V;51;V
28;180;1;7;28180001_7_8;2022;9;22;1;V;1;V;1;V;1;V;1;V;1;V;3;V;2;V;;N;;N;;N;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;180;1;8;28180001_8_8;2022;9;22;18;V;19;V;15;V;22;V;24;V;26;V;22;V;12;V;;N;;N;;N;10;V;9;V;6;V;7;V;6;V;8;V;10;V;17;V;12;V;12;V;12;V;18;V;15;V
28;180;1;9;28180001_9_49;2022;9;22;14;V;15;V;14;V;13;V;10;V;8;V;9;V;;N;;N;;N;;N;5;V;15;V;16;V;13;V;10;V;12;V;14;V;16;V;14;V;15;V;15;V;17;V;16;V
28;180;1;12;28180001_12_8;2022;9;22;20;V;21;V;17;V;24;V;26;V;28;V;27;V;16;V;;N;;N;;N;13;V;12;V;9;V;9;V;8;V;10;V;12;V;19;V;14;V;14;V;14;V;20;V;17;V
28;180;1;14;28180001_14_6;2022;9;22;49;V;41;V;45;V;36;V;37;V;38;V;43;V;;N;;N;;N;;N;103;V;114;V;123;V;123;V;133;V;130;V;123;V;107;V;104;V;99;V;97;V;78;V;70;V
28;45;2;6;28045002_6_48;2022;9;22;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;0.9;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.8;V;0.7;V;0.7;V;0.7;V;0.9;V;2;V;0.9;V;0.8;V;0.8;V;0.8;V;0.7;V;0.7;V
28;45;2;7;28045002_7_8;2022;9;22;1;V;1;V;1;V;3;V;8;V;;N;;N;;N;10;V;9;V;4;V;2;V;4;V;2;V;1;V;1;V;1;V;3;V;1;V;1;V;1;V;2;V;1;V;1;V
28;45;2;8;28045002_8_8;2022;9;22;15;V;12;V;13;V;24;V;39;V;;N;;N;;N;30;V;29;V;14;V;11;V;17;V;11;V;8;V;7;V;9;V;14;V;16;V;21;V;21;V;25;V;14;V;9;V
28;45;2;10;28045002_10_49;2022;9;22;33;V;22;V;22;V;25;V;23;V;23;V;30;V;21;V;16;V;23;V;19;V;13;V;15;V;11;V;12;V;11;V;14;V;17;V;23;V;20;V;21;V;24;V;15;V;8;V
28;45;2;12;28045002_12_8;2022;9;22;17;V;14;V;15;V;29;V;51;V;;N;;N;;N;44;V;43;V;19;V;14;V;23;V;14;V;10;V;9;V;11;V;19;V;18;V;23;V;23;V;28;V;16;V;11;V
28;45;2;14;28045002_14_6;2022;9;22;60;V;73;V;63;V;47;V;40;V;17;V;20;V;54;V;62;V;65;V;96;V;108;V;112;V;122;V;123;V;118;V;112;V;105;V;98;V;88;V;81;V;76;V;84;V;85;V
28;47;2;1;28047002_1_38;2022;9;22;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V
28;47;2;7;28047002_7_8;2022;9;22;1;V;1;V;1;V;1;V;4;V;30;V;75;V;43;V;29;V;5;V;4;V;7;V;1;V;5;V;4;V;2;V;6;V;11;V;17;V;8;V;2;V;1;V;1;V;1;V
28;47;2;8;28047002_8_8;2022;9;22;5;V;4;V;11;V;17;V;47;V;68;V;72;V;61;V;54;V;27;V;18;V;32;V;15;V;24;V;19;V;16;V;34;V;80;V;88;V;62;V;42;V;34;V;24;V;12;V
28;47;2;9;28047002_9_49;2022;9;22;7;V;7;V;7;V;8;V;8;V;10;V;10;V;11;V;11;V;12;V;11;V;8;V;7;V;6;V;5;V;5;V;5;V;7;V;9;V;10;V;11;V;11;V;11;V;10;V
28;47;2;12;28047002_12_8;2022;9;22;7;V;6;V;13;V;19;V;53;V;113;V;186;V;127;V;98;V;34;V;25;V;42;V;17;V;31;V;24;V;19;V;43;V;96;V;115;V;75;V;45;V;36;V;26;V;14;V
28;47;2;14;28047002_14_6;2022;9;22;102;V;107;V;94;V;67;V;30;V;3;V;4;V;9;V;35;V;70;V;90;V;87;V;111;V;106;V;107;V;106;V;84;V;36;V;14;V;19;V;29;V;48;V;58;V;75;V
28;47;2;20;28047002_20_59;2022;9;22;0.3;V;0.3;V;0.2;V;0.4;V;0.6;V;1.4;V;3.1;V;4.4;V;3;V;1.7;V;0.9;V;0.7;V;0.8;V;0.7;V;0.5;V;0.6;V;0.7;V;1.6;V;2.6;V;3.4;V;1.8;V;1.3;V;0.8;V;0.7;V
28;47;2;30;28047002_30_59;2022;9;22;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.7;V;0.8;V;0.5;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.6;V;0.6;V;0.3;V;0.2;V;0.2;V;0.2;V
28;47;2;42;28047002_42_2;2022;9;22;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.5;V;1.4;V;1.4;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.3;V;1.3;V;1.3;V
28;47;2;44;28047002_44_2;2022;9;22;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2022;9;22;0.2;V;0.1;V;0.1;V;0.2;V;0.3;V;0.8;V;2.2;V;2.5;V;1.8;V;1;V;0.5;V;0.4;V;0.5;V;0.4;V;0.3;V;0.5;V;0.6;V;1;V;1.7;V;2.4;V;1.4;V;1.3;V;0.6;V;0.5;V
28;49;3;7;28049003_7_8;2022;9;22;2;V;2;V;2;V;5;V;12;V;42;V;43;V;29;V;20;V;16;V;12;V;7;V;5;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V
28;49;3;8;28049003_8_8;2022;9;22;36;V;29;V;33;V;41;V;48;V;61;V;57;V;49;V;43;V;39;V;37;V;28;V;25;V;17;V;12;V;16;V;18;V;36;V;41;V;49;V;22;V;30;V;30;V;31;V
28;49;3;9;28049003_9_49;2022;9;22;13;V;13;V;16;V;12;V;9;V;11;V;14;V;10;V;10;V;10;V;12;V;8;V;13;V;12;V;16;V;12;V;12;V;10;V;6;V;8;V;14;V;4;V;10;V;14;V
28;49;3;10;28049003_10_49;2022;9;22;33;V;28;V;28;V;26;V;22;V;20;V;23;V;26;V;27;V;27;V;26;V;25;V;23;V;22;V;20;V;18;V;15;V;12;V;12;V;15;V;18;V;16;V;19;V;23;V
28;49;3;12;28049003_12_8;2022;9;22;39;V;32;V;36;V;49;V;65;V;126;V;123;V;94;V;73;V;63;V;55;V;39;V;33;V;22;V;15;V;19;V;21;V;39;V;43;V;51;V;24;V;33;V;33;V;35;V
28;49;3;14;28049003_14_6;2022;9;22;26;V;30;V;23;V;13;V;10;V;2;V;3;V;11;V;22;V;37;V;52;V;76;V;91;V;114;V;124;V;112;V;103;V;83;V;70;V;58;V;84;V;71;V;65;V;53;V
28;5;2;1;28005002_1_38;2022;9;22;2;V;2;V;2;V;2;V;3;V;3;V;3;V;5;V;7;V;6;V;5;V;4;V;3;V;3;V;;N;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;5;2;6;28005002_6_48;2022;9;22;0.6;V;0.6;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;;N;0.6;V;0.6;V;0.6;V;0.8;V;0.8;V;0.7;V;0.7;V;0.7;V;0.7;V
28;5;2;7;28005002_7_8;2022;9;22;1;V;1;V;1;V;2;V;3;V;4;V;13;V;18;V;17;V;11;V;5;V;;N;;N;;N;;N;2;V;2;V;2;V;3;V;9;V;1;V;1;V;1;V;1;V
28;5;2;8;28005002_8_8;2022;9;22;14;V;21;V;23;V;29;V;32;V;38;V;44;V;38;V;34;V;28;V;20;V;;N;;N;;N;;N;15;V;19;V;29;V;59;V;89;V;54;V;37;V;23;V;15;V
28;5;2;9;28005002_9_49;2022;9;22;6;V;3;V;5;V;8;V;9;V;10;V;10;V;11;V;13;V;17;V;15;V;15;V;15;V;16;V;16;V;16;V;14;V;8;V;3;V;2;V;4;V;8;V;8;V;9;V
28;5;2;10;28005002_10_49;2022;9;22;15;V;14;V;19;V;18;V;19;V;20;V;22;V;22;V;20;V;19;V;18;V;17;V;18;V;16;V;15;V;16;V;19;V;20;V;11;V;6;V;19;V;19;V;16;V;15;V
28;5;2;12;28005002_12_8;2022;9;22;16;V;23;V;25;V;33;V;36;V;44;V;64;V;66;V;60;V;45;V;27;V;;N;;N;;N;;N;18;V;21;V;32;V;64;V;102;V;56;V;39;V;25;V;17;V
28;5;2;14;28005002_14_6;2022;9;22;65;V;48;V;36;V;27;V;27;V;21;V;16;V;25;V;34;V;52;V;81;V;;N;;N;;N;132;V;149;V;132;V;107;V;55;V;21;V;48;V;57;V;72;V;86;V
28;58;4;7;28058004_7_8;2022;9;22;2;V;2;V;1;V;3;V;9;V;43;V;38;V;39;V;40;V;25;V;15;V;6;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;58;4;8;28058004_8_8;2022;9;22;13;V;10;V;16;V;41;V;63;V;73;V;66;V;60;V;65;V;56;V;44;V;27;V;12;V;9;V;9;V;11;V;15;V;19;V;20;V;19;V;19;V;15;V;10;V;11;V
28;58;4;10;28058004_10_49;2022;9;22;8;V;12;V;14;V;14;V;28;V;35;V;30;V;27;V;30;V;30;V;24;V;24;V;19;V;9;V;8;V;8;V;6;V;11;V;12;V;13;V;14;V;13;V;12;V;14;V
28;58;4;12;28058004_12_8;2022;9;22;15;V;13;V;18;V;46;V;76;V;138;V;125;V;120;V;126;V;95;V;66;V;37;V;15;V;13;V;12;V;14;V;17;V;23;V;23;V;22;V;21;V;17;V;12;V;13;V
28;58;4;14;28058004_14_6;2022;9;22;67;V;69;V;59;V;30;V;8;V;2;V;6;V;15;V;22;V;39;V;57;V;85;V;112;V;112;V;112;V;110;V;105;V;97;V;90;V;85;V;86;V;88;V;89;V;77;V
28;58;4;20;28058004_20_59;2022;9;22;0.8;V;1;V;1;V;6.5;V;10.6;V;13.7;V;11.8;V;6.9;V;6.9;V;7.3;V;5.2;V;5.3;V;5;V;1.4;V;2.3;V;3.9;V;3.6;V;2.4;V;2.9;V;2.8;V;1.7;V;4.2;V;2.6;V;0.8;V
28;58;4;30;28058004_30_59;2022;9;22;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.8;V;0.9;V;0.2;V;0.2;V;0.5;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;58;4;42;28058004_42_2;2022;9;22;1.2;V;1.1;V;1.2;V;1.3;V;1.4;V;1.8;V;1.5;V;1.3;V;1.3;V;1.3;V;1.3;V;1.2;V;1.2;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.1;V;1.2;V;1.2;V;1.1;V;1.1;V
28;58;4;44;28058004_44_2;2022;9;22;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.4;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;58;4;431;28058004_431_59;2022;9;22;0.4;V;0.5;V;0.4;V;1.9;V;4.7;V;7.4;V;9;V;3.2;V;5.3;V;5.4;V;3.4;V;2.4;V;2.2;V;0.7;V;1;V;1.9;V;2;V;0.9;V;1.7;V;2.1;V;0.9;V;3.2;V;1.9;V;0.4;V
28;6;4;7;28006004_7_8;2022;9;22;2;V;2;V;2;V;2;V;2;V;2;V;4;V;5;V;5;V;6;V;;N;4;V;5;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V
28;6;4;8;28006004_8_8;2022;9;22;17;V;17;V;26;V;22;V;17;V;25;V;32;V;22;V;16;V;20;V;;N;26;V;29;V;17;V;11;V;11;V;14;V;15;V;32;V;31;V;29;V;23;V;28;V;26;V
28;6;4;10;28006004_10_49;2022;9;22;13;V;13;V;17;V;20;V;19;V;15;V;15;V;20;V;16;V;11;V;11;V;10;V;17;V;19;V;17;V;16;V;12;V;11;V;11;V;13;V;15;V;13;V;12;V;12;V
28;6;4;12;28006004_12_8;2022;9;22;20;V;19;V;29;V;25;V;19;V;28;V;38;V;29;V;23;V;28;V;;N;33;V;37;V;21;V;13;V;13;V;16;V;17;V;34;V;33;V;31;V;25;V;30;V;29;V
28;6;4;14;28006004_14_6;2022;9;22;47;V;41;V;28;V;30;V;42;V;37;V;31;V;46;V;54;V;54;V;;N;74;V;92;V;120;V;126;V;115;V;108;V;100;V;76;V;73;V;69;V;75;V;63;V;54;V
28;6;4;20;28006004_20_59;2022;9;22;1.6;V;1.5;V;4.2;V;7.3;V;2.9;V;1.4;V;1.8;V;2.9;V;;N;;N;;N;1.1;V;2.6;V;1.9;V;0.7;V;0.8;V;0.5;V;0.4;V;0.7;V;1.9;V;1.4;V;1.6;V;1.1;V;1.2;V
28;6;4;30;28006004_30_59;2022;9;22;0.3;V;0.2;V;1.9;V;3.4;V;0.5;V;0.3;V;0.4;V;0.4;V;;N;;N;;N;0.2;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.1;V;0.2;V;0.2;V;0.2;V
28;6;4;42;28006004_42_2;2022;9;22;1.4;V;1.4;V;1.5;V;1.5;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.3;V;;N;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.2;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V
28;6;4;44;28006004_44_2;2022;9;22;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;6;4;431;28006004_431_59;2022;9;22;0.9;V;0.7;V;2.4;V;8.6;V;3.5;V;0.8;V;0.9;V;1.7;V;;N;;N;;N;0.7;V;1.3;V;0.8;V;0.4;V;1.2;V;0.4;V;0.1;V;0.2;V;0.4;V;1.4;V;0.7;V;0.5;V;0.2;V
28;65;14;7;28065014_7_8;2022;9;22;1;V;1;V;2;V;6;V;19;V;25;V;28;V;48;V;26;V;15;V;13;V;5;V;10;V;2;V;1;V;2;V;3;V;2;V;4;V;1;V;2;V;2;V;1;V;1;V
28;65;14;8;28065014_8_8;2022;9;22;12;V;20;V;34;V;58;V;62;V;59;V;59;V;68;V;55;V;42;V;41;V;25;V;23;V;10;V;7;V;12;V;20;V;29;V;36;V;29;V;31;V;20;V;14;V;14;V
28;65;14;9;28065014_9_49;2022;9;22;12;V;14;V;17;V;20;V;18;V;16;V;12;V;13;V;12;V;14;V;9;V;7;V;11;V;9;V;9;V;6;V;6;V;5;V;7;V;10;V;9;V;10;V;11;V;9;V
28;65;14;10;28065014_10_49;2022;9;22;13;V;12;V;12;V;18;V;20;V;23;V;26;V;28;V;29;V;33;V;44;V;40;V;34;V;27;V;20;V;14;V;11;V;10;V;10;V;11;V;12;V;12;V;9;V;5;V
28;65;14;12;28065014_12_8;2022;9;22;14;V;22;V;38;V;67;V;90;V;96;V;102;V;141;V;95;V;65;V;60;V;33;V;38;V;13;V;9;V;15;V;24;V;32;V;42;V;31;V;34;V;23;V;16;V;16;V
28;65;14;14;28065014_14_6;2022;9;22;67;V;49;V;30;V;6;V;3;V;2;V;4;V;11;V;23;V;39;V;53;V;86;V;106;V;117;V;114;V;109;V;101;V;86;V;73;V;77;V;72;V;83;V;86;V;74;V
28;67;1;7;28067001_7_8;2022;9;22;1;V;1;V;1;V;2;V;2;V;4;V;8;V;14;V;3;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V
28;67;1;8;28067001_8_8;2022;9;22;9;V;12;V;12;V;15;V;15;V;19;V;22;V;29;V;11;V;6;V;6;V;5;V;6;V;7;V;7;V;9;V;5;V;9;V;14;V;10;V;16;V;18;V;16;V;16;V
28;67;1;10;28067001_10_49;2022;9;22;5;V;5;V;10;V;8;V;8;V;6;V;14;V;49;V;99;V;115;V;60;V;21;V;7;V;3;V;5;V;8;V;12;V;3;V;3;V;12;V;7;V;6;V;13;V;10;V
28;67;1;12;28067001_12_8;2022;9;22;11;V;14;V;14;V;18;V;18;V;25;V;33;V;50;V;16;V;9;V;8;V;7;V;8;V;9;V;10;V;13;V;7;V;11;V;16;V;12;V;19;V;21;V;18;V;18;V
28;67;1;14;28067001_14_6;2022;9;22;76;V;54;V;44;V;35;V;29;V;15;V;13;V;27;V;73;V;92;V;101;V;111;V;118;V;122;V;121;V;121;V;124;V;113;V;95;V;93;V;70;V;55;V;52;V;47;V
28;7;4;7;28007004_7_8;2022;9;22;4;V;4;V;4;V;4;V;5;V;;N;;N;;N;27;V;15;V;13;V;7;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;7;4;8;28007004_8_8;2022;9;22;21;V;23;V;28;V;37;V;48;V;;N;;N;;N;52;V;40;V;41;V;23;V;5;V;4;V;3;V;4;V;9;V;16;V;17;V;17;V;15;V;13;V;11;V;14;V
28;7;4;9;28007004_9_49;2022;9;22;6;V;4;V;5;V;6;V;9;V;15;V;20;V;18;V;7;V;9;V;17;V;23;V;20;V;14;V;11;V;9;V;5;V;3;V;4;V;4;V;5;V;5;V;5;V;5;V
28;7;4;12;28007004_12_8;2022;9;22;27;V;29;V;34;V;43;V;55;V;;N;;N;;N;93;V;62;V;60;V;33;V;10;V;9;V;8;V;9;V;14;V;21;V;22;V;22;V;20;V;18;V;16;V;19;V
28;7;4;14;28007004_14_6;2022;9;22;69;V;62;V;52;V;34;V;21;V;;N;;N;;N;22;V;42;V;53;V;81;V;104;V;107;V;107;V;107;V;99;V;92;V;87;V;85;V;87;V;86;V;79;V;68;V
28;74;7;7;28074007_7_8;2022;9;22;2;V;2;V;2;V;6;V;26;V;68;V;49;V;33;V;19;V;;N;;N;;N;4;V;2;V;2;V;3;V;3;V;3;V;6;V;3;V;2;V;1;V;2;V;2;V
28;74;7;8;28074007_8_8;2022;9;22;11;V;17;V;26;V;37;V;52;V;64;V;66;V;60;V;48;V;;N;;N;;N;18;V;10;V;8;V;13;V;18;V;24;V;31;V;34;V;31;V;16;V;15;V;14;V
28;74;7;9;28074007_9_49;2022;9;22;9;V;9;V;8;V;10;V;14;V;14;V;15;V;17;V;13;V;;N;11;V;12;V;12;V;13;V;12;V;10;V;9;V;8;V;8;V;8;V;9;V;9;V;9;V;10;V
28;74;7;10;28074007_10_49;2022;9;22;15;V;13;V;12;V;15;V;19;V;25;V;33;V;37;V;34;V;30;V;29;V;30;V;30;V;23;V;17;V;12;V;11;V;13;V;14;V;15;V;15;V;16;V;16;V;16;V
28;74;7;12;28074007_12_8;2022;9;22;14;V;20;V;29;V;46;V;92;V;167;V;140;V;110;V;76;V;;N;;N;;N;24;V;13;V;11;V;18;V;22;V;28;V;40;V;39;V;34;V;18;V;17;V;17;V
28;74;7;14;28074007_14_6;2022;9;22;72;V;54;V;37;V;18;V;3;V;2;V;4;V;14;V;30;V;;N;;N;82;V;114;V;124;V;121;V;114;V;107;V;96;V;84;V;80;V;79;V;95;V;87;V;76;V
28;80;3;7;28080003_7_8;2022;9;22;1;V;1;V;1;V;1;V;1;V;4;V;9;V;10;V;8;V;9;V;8;V;5;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;80;3;8;28080003_8_8;2022;9;22;17;V;21;V;23;V;23;V;26;V;39;V;42;V;35;V;23;V;28;V;28;V;26;V;13;V;7;V;6;V;8;V;12;V;13;V;17;V;17;V;16;V;14;V;14;V;10;V
28;80;3;10;28080003_10_49;2022;9;22;12;V;15;V;18;V;20;V;18;V;18;V;16;V;14;V;15;V;13;V;17;V;18;V;16;V;12;V;9;V;7;V;7;V;8;V;8;V;9;V;11;V;11;V;12;V;12;V
28;80;3;12;28080003_12_8;2022;9;22;19;V;23;V;25;V;25;V;28;V;46;V;55;V;51;V;35;V;41;V;39;V;34;V;16;V;10;V;8;V;10;V;14;V;15;V;19;V;19;V;18;V;16;V;16;V;12;V
28;80;3;14;28080003_14_6;2022;9;22;63;V;55;V;53;V;52;V;47;V;34;V;33;V;42;V;52;V;60;V;78;V;99;V;124;V;127;V;122;V;115;V;107;V;103;V;94;V;89;V;87;V;85;V;79;V;81;V
28;9;1;7;28009001_7_8;2022;9;22;3;V;3;V;4;V;4;V;6;V;3;V;4;V;6;V;4;V;;N;5;V;5;V;8;V;7;V;5;V;2;V;3;V;3;V;3;V;2;V;3;V;3;V;3;V;3;V
28;9;1;8;28009001_8_8;2022;9;22;11;V;12;V;12;V;7;V;6;V;7;V;11;V;13;V;9;V;;N;7;V;7;V;24;V;26;V;16;V;10;V;8;V;10;V;28;V;28;V;31;V;22;V;19;V;22;V
28;9;1;9;28009001_9_49;2022;9;22;13;V;13;V;14;V;11;V;7;V;9;V;8;V;6;V;4;V;;N;8;V;8;V;9;V;10;V;11;V;11;V;9;V;8;V;9;V;12;V;13;V;12;V;10;V;10;V
28;9;1;12;28009001_12_8;2022;9;22;16;V;16;V;18;V;13;V;15;V;12;V;17;V;23;V;15;V;;N;14;V;14;V;36;V;37;V;23;V;13;V;13;V;15;V;33;V;31;V;36;V;27;V;24;V;28;V
28;9;1;14;28009001_14_6;2022;9;22;81;V;66;V;62;V;69;V;71;V;68;V;63;V;56;V;64;V;;N;93;V;113;V;110;V;117;V;142;V;139;V;127;V;117;V;92;V;87;V;77;V;85;V;88;V;75;V
28;92;5;1;28092005_1_38;2022;9;22;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;6;28092005_6_48;2022;9;22;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V
28;92;5;7;28092005_7_8;2022;9;22;1;V;1;V;2;V;2;V;2;V;10;V;24;V;40;V;31;V;13;V;11;V;3;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2022;9;22;14;V;13;V;19;V;23;V;29;V;60;V;60;V;63;V;64;V;41;V;44;V;15;V;7;V;5;V;6;V;5;V;8;V;12;V;20;V;25;V;16;V;15;V;11;V;13;V
28;92;5;10;28092005_10_49;2022;9;22;17;V;19;V;20;V;17;V;22;V;24;V;24;V;30;V;25;V;19;V;22;V;20;V;9;V;6;V;5;V;8;V;11;V;12;V;18;V;14;V;17;V;16;V;15;V;16;V
28;92;5;12;28092005_12_8;2022;9;22;16;V;15;V;21;V;26;V;33;V;75;V;97;V;124;V;111;V;61;V;61;V;20;V;10;V;7;V;9;V;7;V;10;V;14;V;22;V;27;V;18;V;17;V;13;V;15;V
28;92;5;14;28092005_14_6;2022;9;22;48;V;46;V;35;V;27;V;19;V;3;V;3;V;9;V;18;V;47;V;62;V;99;V;110;V;111;V;109;V;109;V;101;V;94;V;83;V;76;V;84;V;83;V;79;V;66;V
28;102;1;1;28102001_1_38;2022;9;23;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;;N;;N;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;4;V;2;V;3;V;3;V;2;V
28;102;1;6;28102001_6_48;2022;9;23;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;;N;;N;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;102;1;7;28102001_7_8;2022;9;23;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2022;9;23;4;V;4;V;4;V;3;V;3;V;3;V;4;V;4;V;5;V;5;V;;N;6;V;5;V;5;V;5;V;7;V;6;V;6;V;8;V;11;V;11;V;11;V;9;V;9;V
28;102;1;10;28102001_10_49;2022;9;23;19;V;14;V;13;V;12;V;12;V;10;V;11;V;;N;;N;;N;;N;6;V;16;V;12;V;8;V;8;V;11;V;11;V;11;V;10;V;14;V;6;V;6;V;9;V
28;102;1;12;28102001_12_8;2022;9;23;6;V;6;V;6;V;5;V;5;V;5;V;6;V;6;V;7;V;7;V;;N;8;V;7;V;7;V;7;V;9;V;8;V;8;V;10;V;13;V;13;V;13;V;11;V;11;V
28;102;1;14;28102001_14_6;2022;9;23;79;V;78;V;77;V;76;V;75;V;74;V;70;V;;N;;N;81;V;96;V;104;V;107;V;114;V;120;V;124;V;120;V;116;V;105;V;97;V;97;V;96;V;93;V;90;V
